гамачквантат ынӄэнъымэ гавэлыткорантаморэ’м	г а м а ч к в а н т а т _ ы н ӄ э н ъ ы м э _ г а в э л ы т к о р а н т а м о р э ’ м _
вэнъым нымэйыӈӄин ӄоныры лыгэнылгинивлыӄин чама	в э н ъ ым _ н ы м э й ы ӈ ӄин _ ӄ о н ы р ы _ л ы г э н ы л г и н и в л ы ӄ и н _ ч а м а _
мыг мы мы нымэйыӈӄин вэлыткоран ынӄэн	м ы г _ м ы _ м ы _ н ы м э й ы ӈ ӄин _ в э л ы т к о р а н _ ы н ӄ э н  _
гырголят гырголя гырголяйпы нылейвымури ынӄэн нинэгитэмури имыръэнут лыгэнэ	г ы р г о л я т _ г ы р г о л я _ г ы р г о л я й п ы _ н ы л е й в ы м у р и _ ы н ӄ э н  _ н и н э г и т э м у р и _ и м ы ръэнут _ л ы г э н э _
ӄытлыги плеӄӄэгти ты тыльунэт	ӄ ы т л ы ги _ п л е ӄ ӄ э г т и _ т ы _ т ы л ь у нэт _
нивигым ынӈатал йыӄӄайъым вай ынӄэнат плеӄӄэгтиы’м	н и в и гым _ ы н ӈ а т а л _ й ы ӄ ӄ а й ъ ым _ в а й  _ ы н ӄ э н а т _ п л е ӄ ӄ э г т и ы ’ м _
кытэӄэй тыгитэнэтъым ынӄо	к ы т э ӄ эй _ т ы г и т э н э т ъ ы м _ ы н ӄ о _
у’рэӈунри тылиэ’ э’ми тылельыт ы’ттъыёлкэнат	у ’ р э ӈ у н р и _ т ы л и э ’ _ э ’ м и _ т ы л е л ь ы т _ ы ’ т т ъ ы ё л к э н а т  _
тынтымӈэвынат	т ы н т ы м ӈ э в ы н а т _
нивигым э’ми ынръам	н и в и гым _ э ’ м и _ ы нръам _
тылӄырэрыӈӈонат ӄэлюӄы’м	т ы л ӄ ы р э р ы ӈ ӈ о н а т _ ӄ э л ю ӄ ы ’ м  _
лымынӄо нылейвигым чама гыргочаткынэпы чама ӄынвэт	л ы м ы н ӄ о  _ н ы л е й в и г ы м _ ч а м а _ г ы р г о ч а т к ы н э п ы _ ч а м а _ ӄ ы н в э т _
ив тивтылетгъэкъым тынтоа’к	и в _ т и в т ы л е т г ъ э к ъ ы м _ т ы н т о а ’ к _
ыннэнчьэн тытыл тынтоа’нъым тъатчаӈӈоа’к ынӄэн нын	ы н н э н чьэн _ т ы т ы л _ т ы н т о а ’ н ъ ы м _ т ъ а т ч а ӈ ӈ о а ’ к _ ы н ӄ э н  _ н ы н _
нивигым алымы мэлнымкыӄинэ тытлытыл ӈотӄоры ӈытогыргын вальын	н и в и гым _ а л ы м ы  _ м э л н ы м к ы ӄ и н э _ т ы т л ы т ы л _ ӈ о т ӄ о р ы  _ ӈ ы т о г ы р г ы н _ в а л ь ы н _
нымкыӄин тытлытыл алымы	н ы м кыӄин _ т ы т л ы т ы л _ а л ы м ы  _
опопыӈа э’митлён мэмлыфантан мыйъоа’н	о п о п ы ӈ а _ э ’ м и т л ё н _ м э м л ы ф а н т а н _ м ы й ъ о а ’ н _
нылейгым гыргочаткын гыргоча ынӄэн нинэгитэйгым э’митлёнэ фантан	н ы л е й г ы м _ г ы р г о ч а т к ы н _ г ы р г о ч а  _ ы н ӄ э н  _ н и н э г и т э й г ы м _ э ’ м и т л ё н э _ ф а н т а н _
ӄытлыги ынӄэн люутэ энаркып энаркыпчыткогъэ ӈинчьэккэтэъым	ӄ ы т л ы ги _ ы н ӄ э н  _ л ю у т э _ э н а р к ы п _ э н а р к ы п ч ы т к о г ъ э _ ӈ и н ч ь э к к э т э ъ ы м _
нивигым оо мэӈин	н и в и гым _ о о _ м э ӈ и н  _
о’мрын ӄытлыги	о ’ м р ы н _ ӄ ы т л ы ги _
ынӄэн о’мрынына	ы н ӄ эн _ о ’ м р ы н ы н а _
э’ми ӄуттиӈэ э’миы’мэ э’ми атэӄай ымы э’ми ынъэӄэй	э ’ м и _ ӄ у т т и ӈ э _ э ’ м и ы ’ м э _ э ’ м и _ а т э ӄ а й _ ы м ы  _ э ’ м и _ ы н ъ э ӄ э й _
ӈоонӄо ынъэӄэй фантанык ӄача нытваӄэн	ӈ о о н ӄ о _ ы н ъ э ӄ э й _ ф а н т а н ы к _ ӄ а ч а _ н ытваӄэн _
атэӄайына нэлӄыричыӄи нэлӄырирчыӄиквыт	а т э ӄ а й ы н а _ н э л ӄ ы р и ч ы ӄ и _ н э л ӄ ы р и р ч ы ӄ и к в ы т _
еээй ынӈатал э’тки нивигым вай тынтымӈэвтык	е э э й _ ы н ӈ а т а л _ э ’ т к и  _ н и в и г ым _ в а й  _ т ы н т ы м ӈ э в т ы к _
ынӄэнъымэ тыйъоа’нат лым	ы н ӄ э н ъ ы м э _ т ы й ъ о а ’ н а т _ л ы м _
иа’м мэӈӄоры нылейвыльэтигыт	и а ’ м _ м э ӈ ӄ о р ы  _ н ы л е й в ы л ь э т и г ы т _
мытынтымӈэквыт	м ы т ы н т ы м ӈ э к в ы т _
ынкъам тымӈэвыркын иа’м ынӄэн	ынкъам _ т ы м ӈ э в ы р к ы н _ и а ’ м _ ы нӄэн _
а’йыӈ э’йӈэльэтгъи кытэӄэй ӄэлюӄ эт	а ’ й ы ӈ _ э ’ й ӈ э л ь э т г ъ и _ к ы т э ӄ э й  _ ӄ э л ю ӄ _ э т _
ӄытлыги’м ынӄэн вэтчатваӈӈоэ’’м	ӄ ы т л ы г и ’ м _ ы н ӄ э н  _ в э т ч а т в а ӈ ӈ о э ’ ’ м _
яраруӄӄэмлылеӈэвъэнӄэй	я р а р у ӄ ӄ э м л ы л е ӈ э в ъ э н ӄ э й _
гымнин ытльаӄай нырэлгыӄанъявӈытаӈӄэн	г ы м н и н _ ы т л ь а ӄ а й _ н ы р э л г ы ӄ а н ъ я в ӈ ы т а ӈ ӄ э н _
нивӄин э’птэ гым ивкэ мэлгыӄанъявӈытаа’к	н и вӄин _ э ’ п т э  _ г ым _ и в к э _ м э л г ы ӄ а н ъ я в ӈ ы т а а ’ к _
ынкъам мъэӄимлынӈээ’к	ынкъам _ м ъ э ӄ и м л ы н ӈ э э ’ к _
гымнан тивын	г ы м нан _ т и в ы н _
э’тки ынӄэн ынӄэнэ	э ’ тки _ ы н ӄ э н  _ ы н ӄ э н э _
э’тки ынӈэ ынӄэн ягмалеччо нэрэтчыгыт	э ’ тки _ ы н ӈ э _ ы н ӄ э н  _ я г м а л е ч ч о _ н э р э т ч ы гыт _
ынӄэн нылгэмаравръоӄэнат чама ръа имыръэнут нинэнпирӄыӄин ынӄэн	ы н ӄ эн _ н ы л г э м а р а в р ъ о ӄ э н а т _ ч а м а _ р ъ а _ и м ы ръэнут _ н и н э н п и р ӄ ы ӄ и н _ ы н ӄ э н  _
эгэй ытлён иквъи	э г э й _ ы т л ён _ и к в ъи _
итыкъым льэлеӈкыӈэ ныялгынморэ	и т ы к ъ ы м _ л ь э л е ӈ к ы ӈ э _ н ы я л г ы н м о р э _
ытръэч ынӄэн лгиинъэ ныгъевмури	ы т р ъэч _ ы н ӄ эн _ л г и и н ъ э _ н ы г ъ е в м у р и _
ымы мургинэ ынпыначгынэ ы’вэӄучин тумгытум ы’вэӄучин ытлыгын мык гымыгтумгин ытлыгынэ	ы м ы _ м у р г и н э _ ы н п ы н а ч г ы н э _ ы ’ в э ӄ у ч и н _ т у м гытум _ ы ’ в э ӄ у ч и н _ ы т л ы г ын _ м ы к _ г ы м ы г т у м г и н _ ы т л ы г ы н э _
моргынан нынлеӄоно нинъэйӈэвмури	м о ргынан _ н ы н л е ӄ о н о _ н и н ъ э й ӈ э в м у р и _
ынпыначгын	ы н п ы н ачгын _
ынӄэн нинэныгъевмури ымы ӈинӄэгти ымы ныӄамэтвачайоморэ инъэ лгиинъэӄэй	ы н ӄ эн _ н и н э н ы г ъ е в м у р и _ ы м ы  _ ӈ и н ӄ э г т и _ ы м ы  _ н ы ӄ а м э т в а ч а й о м о р э _ и н ъ э _ л г и и н ъ э ӄ э й _
ӄорыӈэ ныръэйвэнмури яраӈы	ӄ о р ы ӈ э _ н ы р ъ э й в э н м у р и _ я р а ӈ ы  _
нырэтэмӈытэнмури ымыльэты ынӄэнэ	н ы р э т э м ӈ ы т э н м у р и _ ы м ы л ь э т ы _ ы н ӄ э н э _
ынӄоры ӄлявылтэ норвынпэтгавӄэнатъым	ы н ӄ о ры _ ӄ л я в ы л т э _ н о р в ы н п э т г а в ӄ э н а т ъ ы м _
ынӄэн виин рыюльынэ рыюльэ виин ынӄэнэ ӄаагтынолгынэ нинэ нинэныпкирэтӄинъым	ы н ӄ эн _ в и и н _ р ы ю л ь ы н э _ р ы ю л ь э _ в и и н _ ы н ӄ э н э _ ӄ а а г т ы н о л г ы н э _ н и н э _ н и н э н ы п к и р э т ӄ и н ъ ы м _
тэкэм инъэъымэ ӄэлюӄы’м нычайпанморэ чамаъым ынӄэнэ эръэт нэмыӄэй амрачайоӈа	т э к э м _ и н ъ э ъ ы м э _ ӄ э л ю ӄ ы ’ м  _ н ы ч а й п а н м орэ _ ч а м а ъ ы м _ ы н ӄ э н э _ э р ъ э т  _ н э м ы ӄ эй _ а м р а ч а й о ӈ а _
ынӄэнэ ӄаагтынолгын эмрэнъылиӈэ энэӄылпэ нычайоморэ ынан ӈинӄэгти нэнанӄамэтвавморэ ынӄоры ӈэлвыл нинэнъылимури	ы н ӄ э н э _ ӄ а а г т ы н о л г ы н _ э м р э н ъ ы л и ӈ э _ э н э ӄ ы л п э _ н ы ч а й о м о р э _ ы н а н _ ӈ и н ӄ э г т и _ н э н а н ӄ а м э т в а в м о р э _ ы н ӄ о р ы _ ӈ э л в ы л _ н и н э н ъ ы л и м у р и _
ныӄор ныӄорагыркэморэ ӈэвэӄ	н ы ӄ о р _ н ы ӄ о р а г ы р к э м о р э _ ӈ э в э ӄ  _
ымыӈэ гым тумгынэ нинивӄин	ы м ы ӈ э _ г ы м _ т у м г ы н э _ н и н и в ӄин _
э’птэ ӄыӄорагыркэ ӄыӄорагыркэркын ынӄэн ӄинэвинрэтыркын	э ’ п тэ _ ӄ ы ӄ о р а г ы р к э _ ӄ ы ӄ о р а г ы р к э р к ы н _ ы н ӄ э н  _ ӄ и н э в и н р э т ы р к ы н _
ынпыӈэвытъым ӄэлюӄы’мэ ынӄэн нэмыӄэе	ы н п ы ӈ э в ы т ъ ы м _ ӄ э л ю ӄ ы ’ м э _ ы н ӄ э н  _ н э м ы ӄ э е _
ӈоонӄоӈэ мэӈӄо поӄэпы нэнанӈытоӈанморэ	ӈ о о н ӄ о ӈ э _ м э ӈ ӄ о  _ п о ӄ э п ы _ н э н а н ӈ ы т о ӈ а н м о р э _
гым тэӈэмпиритэ ынӄэнэ рырвинрыёт чеймыкинэт ынӄэнат гымнан а’тав нэнайпатэвым	г ым _ т э ӈ э м п и р и т э _ ы н ӄ э н э _ р ы р в и н р ы ё т _ ч е й м ы к и н э т _ ы н ӄ э н а т _ г ы м н а н _ а ’ т а в  _ н э н а й п а т э в ы м _
ытлёнъым эӄылпэ ӈэвэӄэ еп айвэ титэ ы’ттъыёле ынӄэн раёвынвыл раёвынвылӄылтэӈэ ынпыначгаӈэ нэнаёпат нинэлӄырирӄинэтъым	ы т л ё н ъ ы м _ э ӄ ы л п э _ ӈ э в э ӄ э _ е п _ а й в э _ т и т э _ ы ’ т т ъ ы ё л е _ ы н ӄ э н  _ р а ё в ы н в ы л _ р а ё в ы н в ы л ӄ ы л т э ӈ э _ ы н п ы н а ч г а ӈ э _ н э н а ё п а т _ н и н э л ӄ ы р и р ӄ и н э т ъ ы м _
нырэювмури ынӄэнэ ныӄаавъянморэ	н ы р э ю в м у р и _ ы н ӄ э н э _ н ы ӄ а а в ъ я н м о р э _
гымнанэ ӄэлюӄ рырвинрыёт кааръаматыльыт чеймыкинэт нинэт нэнавъятэвым итык чама	г ы м н а н э _ ӄ э л ю ӄ _ р ы р в и н р ы ё т _ к а а р ъ а м а т ы л ь ы т _ ч е й м ы к и н э т _ н и н э т _ н э н а в ъ я т э в ы м _ и т ы к _ ч а ма _
чымӄыкъым эты тумгэ ы’вэӄучитэ нэнайпа нэнавъятӄэнат	ч ы м ӄ ы к ъ ы м _ э т ы _ т у м г э _ ы ’ в э ӄ у ч и т э _ н э н а й п а _ н э н а в ъ я т ӄ энат _
ӈэвъэн	ӈ э в ъ эн _
нытарагморэ мури гэтумгинэтэ ӈинӄэгти виинэ ӄоо миӈкы лымынӄо нылейвыӄинэт	н ы т а р а г м о р э _ м у р и _ г э т у м г и н э т э  _ ӈ и н ӄ э г т и _ в и и н э _ ӄ о о _ м и ӈ к ы _ л ы м ы н ӄ о  _ н ы л е й в ы ӄинэт _
нытарагморэ нытарогморэ	н ы т а р а г м о р э _ н ы т а р о г м о р э _
юргаюкъыма ӄол итгъи ынӄэна чыӈатэнмычыкоеквэ нылеӄинъым	ю р г а ю к ъ ы м а _ ӄ о л _ и т г ъ и  _ ы н ӄ э н а _ ч ы ӈ а т э н м ы ч ы к о е к в э _ н ы л е ӄ и н ъ ы м _
люут э’ӄэльэӈа танӈа ӈалгылёӈа натагъан нэйпыгъэн ръэт	л ю у т _ э ’ ӄ э л ь э ӈ а _ т а н ӈ а _ ӈ а л г ы л ё ӈ а _ н а т а г ъ а н _ н э й п ы г ъ эн _ р ъ э т _
и’ӈыт чвининэтъыма	и ’ ӈ ы т _ ч в и н и н э т ъ ы м а _
янратъэчгына ӈачгытъэлгык ӈач ӈачгыӈкы э’левнинъымэ	я н р а т ъ э ч г ы н а _ ӈ а ч г ы т ъ э л г ы к _ ӈ а ч _ ӈ а ч г ы ӈ к ы _ э ’ л е в н и н ъ ы м э _
и’лгын мраӈӄа гакаӈӄорэн мраӈэ’ӈыкъым	и ’ л г ы н _ м р а ӈ ӄ а _ г а к а ӈ ӄ о р э н _ м р а ӈ э ’ ӈ ы к ъ ы м _
мыльурэгъи ынкы наӄам пиӈэтчыӈын лыгэныввалявнэн	м ы л ь у р э гъи _ ы н к ы _ н а ӄ ам _ п и ӈ э т ч ы ӈ ы н _ л ы г э н ы в в а л я в н э н _
тэӈэвыт лыгэнывваляв чама рыввиръувнинъым	т э ӈ э в ы т _ л ы г э н ы в в а л я в _ ч а м а _ р ы в в и р ъ у в н и н ъ ы м _
нынъувэвытылеӄин э’ӄэльэ’м	н ы н ъ у в э в ы т ы л е ӄ ин _ э ’ ӄ э л ь э ’ м _
нэгитэгъэн эвына выегалягъэ въялгалягъэ эвына	н э г и т эгъэн _ э в ы н а _ в ы е г а л я г ъ э _ в ъ я л г а л я г ъ э _ э в ы н а _
энмыткынык напэӄовтытэвляӄэн	э н м ы т к ы н ы к _ н а п э ӄ о в т ы т э в л я ӄ э н _
ытръэч	ы т р ъэч _
энмэн гатвален кальайӈын ынкъам пчеӄалгын	э нмэн _ г а т вален _ к а л ь а йӈын _ ынкъам _ п ч е ӄ а лгын _
льувылгыгъэт	л ь у в ы лгыгъэт _
иквъэт ги мынӄымлёченмык	и к в ъ э т _ г и _ м ы н ӄ ы м л ё ч е н м ы к _
кальайӈын эгэ мынӄымлёченмэв	к а л ь а йӈын _ э г э _ м ы н ӄ ы м л ё ч е н м э в _
кальайӈын янот гым мӄымлёчетык	к а л ь а йӈын _ я н о т _ г ы м _ м ӄ ы м л ё ч е т ы к _
пчеӄалгын иквъи эгэ евъев	п ч е ӄ а лгын _ и к в ъи _ э г э _ е в ъ ев _
оонъылгыӄай пиринин	о о н ъ ы л г ы ӄ а й _ п и р инин _
энаркэынэн гыткалгыӄай	э н а р к э ы н э н _ г ы т к а л г ы ӄ а й  _
выквылгыйӈын пиринин кальайӈа	в ы к в ы л г ы й ӈ ы н _ п и р инин _ к а л ь а й ӈ а _
чит ӄымлёркынэн пчеӄалгыӄай	ч и т _ ӄ ы м л ё р к ы н э н _ п ч е ӄ а л г ы ӄ а й  _
пчеӄалгыӄайа гыткалгын гэнрултэтлин	п ч е ӄ а л г ы ӄ а й а _ г ы т к а л г ын _ г э н р у л т этлин _
оонъылгын гэтриллин	о о н ъ ы л г ын _ г э т р и л л и н _
эв ии рыпэт чыпъэв	э в _ и и _ р ы п эт _ ч ы п ъ э в _
ытръэч	ы т р ъэч _
ӄол титгъэк тынотапынмынтагъакъым	ӄ о л _ т и т г ъ эк _ т ы н о т а п ы н м ы н т а г ъ а к ъ ы м _
клюпыӈӄачагты тычейвыткугъакъым	к л ю п ы ӈ ӄ а ч а г т ы _ т ы ч е й в ы т к у г ъ а к ъ ы м _
ынкы клюпык ӄача ӄычекытвальымкына тыйъоа’нъым тымӈылёнат	ы н к ы _ к л ю п ы к _ ӄ а ч а _ ӄ ы ч е к ы т в а л ь ы м к ы н а _ т ы й ъ о а ’ н ъ ы м _ т ы м ӈ ы л ё н а т _
ныръэтури	н ы р ъ э т ури _
иквъи амвынэ камчамолтэ нумэкэтӄинэт	и к въи _ а м в ы н э _ к а м ч а м о л т э _ н у м э к этӄинэт _
ээ микынти’м камчамолтэ	э э _ м и к ы н т и ’ м _ к а м ч а м о л т э _
ынӄэнъымэ тагмэгчетъянвытъым ӈэнъянвыт	ы н ӄ э н ъ ы м э _ т а г м э г ч е т ъ я н в ы т ъ ы м _ ӈ э н ъ я нвыт _
ээ эты гым камчамолевым	э э _ э т ы _ г ы м _ к а м ч а м о л е в ы м _
иквъэтэ амвынэ гыт эвнумэкэткэ	и к в ъ э т э _ а м в ы н э _ г ы т _ э в н у м экэткэ _
ээ эвыӈан ӄырымэнайгым камчамолевым	э э _ э в ы ӈ а н _ ӄ ы р ы м э н а й г ы м _ к а м ч а м о л е в ы м _
трагтыгъак	т р а г т ыгъак _
ӈуткэкин омваамвыкэн тымӈэлӄот нымӈылтэлӄэн	ӈ у т к э к и н _ о м в а а м в ы к э н _ т ы м ӈ э л ӄ о т _ н ы м ӈ ы л т э л ӄэн _
ӄол титгъэк тынотапынмынтагъакъым	ӄ о л _ т и т г ъ эк _ т ы н о т а п ы н м ы н т а г ъ а к ъ ы м _
клюпыӈӄачагты тычейвыткугъэк	к л ю п ы ӈ ӄ а ч а г т ы _ т ы ч е й в ы ткугъэк _
ынкы ӄычекытвальымкына	ы н к ы _ ӄ ы ч е к ы т в а л ь ы м к ы н а _
тыйъоа’н тымӈылёнат ныръэтури	т ы й ъ о а ’ н _ т ы м ӈ ы л ё н а т _ н ы р ъ э т у ри _
иквъэт вынэ вай камчамолтэ нумэкэтӄинэт	и к в ъ э т _ в ынэ _ в ай _ к а м ч а м о л т э _ н у м э к этӄинэт _
ээ эты вай гым камчамолевым	э э _ э т ы _ в ай _ г ым _ к а м ч а м о л е в ы м _
вы гыт ынӈин эвнумэкэткэ	в ы _ г ы т _ ы н ӈ и н  _ э в н у м экэткэ _
ээ микынти’м камчамолтэ	э э _ м и к ы н т и ’ м _ к а м ч а м о л т э _
ынӄэнъыма ӈэнъянвытъым тагмэгчеръянвыт	ы н ӄ э н ъ ы м а _ ӈ э н ъ я н в ы т ъ ы м _ т а г м э г ч е р ъ я н в ы т _
амвынэ трагтыгъак	а м в ы н э _ т р а г т ыгъак _
тивымкэ тивык этаны вай ӄырымэнайгым камчамолевым	т и в ы м к э _ т и в ы к _ э т а н ы  _ в а й  _ ӄ ы р ы м э н а й г ы м _ к а м ч а м о л е в ы м _
омваамвылгэты гэймэвлин катюша катюша	о м в а а м в ы л г э т ы _ г э й м э в л и н _ к а т ю ш а _ к а т ю ш а _
гапыгынмасӄэвлен колё катюша катюша	г а п ы г ы н м а с ӄ э в л е н _ к о л ё _ к а т ю ш а _ к а т ю ш а _
ынкъам колё нинэнмытӄин	ынкъам _ к о л ё _ н и н э н м ы т ӄ и н _
нинэнмытпытӄынмытӄин	н и н э н м ы т п ы т ӄ ы н м ы т ӄ и н _
таӈванэван нэйитгъэн пыгпыг ӈан пыгпыг ӈан	т а ӈ в анэван _ н э й и т г ъ э н _ п ы г п ы г _ ӈ а н  _ п ы г пыг _ ӈ а н  _
тэлеӈкы гатвален о’равэтльан	т э л е ӈ к ы _ г а т вален _ о ’ р а в э т л ь а н  _
ныӄааркываляркыляӄэн	н ы ӄ а а р к ы в а л я р к ы л я ӄ э н _
люут элгаро эрэтгъи	л ю у т _ э л г а р о _ э р э т г ъи _
ынӈин льэлеӈитгъи ӈэргэргитгъи льэлеӈитгъи	ы н ӈ ин _ л ь э л е ӈ и т г ъ и  _ ӈ э р г э р г и т г ъ и _ л ь э л е ӈ и т г ъ и  _
кыткытык ылвылютэ нинивӄин	к ы т к ытык _ ы л в ы л ю т э _ н и н и в ӄин _
мэсӄымавыч мэсӄымэк гииӈитгъи	м э с ӄ ы м а в ы ч _ м э с ӄ ы м э к _ г и и ӈ и т г ъ и _
ӈинӄэй ӈээккэӄэй ӄынрагтатгынат	ӈ и н ӄэй _ ӈ э э к к эӄэй _ ӄ ы н р а г т а т г ы н а т _
ӈинӄэй кэйӈывилюну ӄытэнынныӈгын	ӈ и н ӄэй _ к э й ӈ ы в и л ю н у _ ӄ ы т э н ы н н ы ӈ г ы н _
ӈээккэӄэй ӈээккэӄэй нут нутэӈэвытыну	ӈ э э к к эӄэй _ ӈ э э к к эӄэй _ н у т _ н у т э ӈ э в ы т ы н у _
ынӄэн яральата энмэч гынин эвиръыт нэнылгывэтыркынэт	ы н ӄ эн _ я р а л ь а т а _ э н м э ч _ г ы н и н  _ э в и р ъ ыт _ н э н ы л г ы в э т ы р к ы н э т _
ынӄо ылвылютэ рытрилнин ӄлявыл	ы н ӄ о _ ы л в ы л ю т э _ р ы т р и лнин _ ӄ л я выл _
ыныгрээн ӈинӄэй ӈээккэӄэй	ы н ы г р ээн _ ӈ и н ӄ э й _ ӈ э э к к эӄэй _
наӄам кэйӈывилюльыт	н а ӄам _ к э й ӈ ы в и л ю л ь ы т _
ылвылютэ ивнин никут	ы л в ы л ю т э _ и в н ин _ н и к у т _
айвачыӈӄачайпы ӄининиги	а й в а ч ыӈӄачайпы _ ӄ и н и н и г и _
митъэлыги ӈан маёлгын ӄанарайъо йъот’ра нарайъотляты ӄывъёпчагынат	м и т ъ э л ы ги _ ӈ а н  _ м а ё л г ы н _ ӄ а н а р а й ъ о _ й ъ о т ’ р а  _ н а р а й ъ о т л я т ы _ ӄ ы в ъ ё п ч а г ы н а т _
ангынтавкэгты	а н г ы н т а в к э г т ы  _
ынӄэн гынинэт эвиръыт нэнылгывэтыркынэт	ы н ӄ эн _ г ы н и н э т  _ э в и р ъ ыт _ н э н ы л г ы в э т ы р к ы н э т _
айвачыӈкы тагъэ	а й в а ч ы ӈ к ы _ т а г ъ э _
мач гыргочайпы выёпчанэнат	м а ч _ г ы р г о ч а й п ы _ в ы ё п ч а н э н а т _
эвиръынлельыт яральыт	э в и р ъ ы н л е л ь ы т  _ я р а л ь ы т  _
нэгитэгъэн нэлкылгъэн	н э г и т эгъэн _ н э л к ы л г ъ э н _
наӄам ыныгрээн ӈиръэ нэнэнэт	н а ӄам _ ы н ы г р э э н _ ӈ и р ъ э  _ н э н э н эт _
эвын ӄымэк гынтэквъэтъым	э в ын _ ӄ ы м э к  _ г ы н т э к в ъ э т ъ ы м _
ынан ивнинэт	ы н а н _ и в н и н э т  _
ынӄэнэ ынӄэнайгым	ы н ӄ э н э _ ы н ӄ э н а й г ы м _
ванэ гым мраквачак	в а н э _ г ы м _ м р а к в а ч а к _
ӈотӄэнат гымнинэт нэнэнэт	ӈ о т ӄ э н ат _ г ы м н и н э т _ н э н э н эт _
ынӄо ӈинӄэй ӈээккэӄэй нутэӈэвыт	ы н ӄ о _ ӈ и н ӄ э й _ ӈ э э к к эӄэй _ н у т э ӈ э в ыт _
йъарат накапчачгэтагъан ынӄо лгэкоргаквъат	й ъ а рат _ н а к а п ч а ч г э т а г ъ а н _ ы н ӄ о _ л г э к о р г а к в ъ а т _
лгэкоргаквъатъым нанрагтатынат	л г э к о р г а к в ъ а т ъ ы м _ н а н р а г т а т ы н а т  _
ынкъамэ ӄаӈан микынти игыт яатльат тынтыяатынат	ы н к ъ а м э _ ӄ а ӈ а н _ м и к ы н т и  _ и г ы т _ я а т л ь а т  _ т ы н т ы я а т ы н а т _
кымгытчитгъи кымъылгыӄэй	к ы м г ы т ч и т г ъ и _ к ы м ъ ы л г ы ӄ э й _
ӄольым нэмэ ынык ӄача	ӄ о л ь ы м _ н э м э _ ы н ы к _ ӄ ача _
кымъырултын кымъытэгын кымгытчитгъэт мимлытэгнык	к ы м ъ ы р у л т ы н _ к ы м ъ ы т э г ы н _ к ы м г ы т ч и т г ъ э т _ м и м л ы т э г н ы к _
уттыӄэйэ мывинрэтгъэк юръэ йигрэ кымгытчитгъэт	у т т ы ӄ э й э _ м ы в и н р э т г ъ э к _ ю р ъ э _ й и г р э _ к ы м г ы т ч и т г ъ э т _
гытэӈпылытъымкытгынтыйъакытгынтыпалина	г ы т э ӈ п ы л ы т ъ ы м к ы т г ы н т ы й ъ а к ы т г ы н т ы п а л и н а _
гытэӈйъапылытъымкытгынтыпалина	г ы т э ӈ й ъ а п ы л ы т ъ ы м к ы т г ы н т ы п а л и н а _
гытэӈйъапылытъымкытгынтыарина	г ы т э ӈ й ъ а п ы л ы т ъ ы м к ы т г ы н т ы а р и н а _
нӄэнэ ымыӈ нытваӄэнэ ынӄэнэ ӈинӄэй а’ачеӄӄай ӈэлвыльыкыӈа	н ӄ э н э _ ы м ы ӈ _ н ы т в а ӄ э н э _ ы н ӄ э н э _ ӈ и н ӄ э й _ а ’ а ч е ӄ ӄ ай _ ӈ э л в ы л ь ы к ы ӈ а _
гытгак а’йӈама тыр тыркыльэ тыркыльэ ӄора ӄоратыр тыркыльэ гаегъентолен	г ы т г а к _ а ’ й ӈ а м а  _ т ы р _ т ы р к ы л ь э _ т ы р к ы л ь э _ ӄ о р а _ ӄ о р а т ы р _ т ы р к ы л ь э _ г а е г ъ е н т о л е н _
йъэ гытга рынна гагтоленат	й ъ э _ г ы т г а _ р ы н н а _ г а г т о л е н а т _
ынӄэн гатвален ынӈин пыӈыл тит тэленъеп	ы н ӄ эн _ г а т вален _ ы н ӈ и н  _ п ы ӈ ы л _ т и т _ т э л е н ъеп _
ӄытлыги рэнрильилгынэ гапанрэватлен ынӄэнэ	ӄ ы т л ы ги _ р э н р и л ь и л г ы н э _ г а п а н р э в а т л е н _ ы н ӄ э н э _
э’рыкут гым ым мэм мэмлетыӈэ трэӄыгъэк	э ’ р ы к ут _ г ы м _ ы м _ м э м _ м э м л е т ы ӈ э _ т р э ӄ ы г ъ э к _
читъым читъым э’квырга пэлг пэлгытагнэты мимлечы тымимлычыкутгъэк	ч и т ъ ы м _ ч и т ъ ы м _ э ’ к в ы рга _ п э л г _ п э л г ы т а г н э ты _ м и м л е ч ы _ т ы м и м л ы ч ы к у т г ъ э к _
тэлиӈ тэ тъаӄалеӈӈытоа’къым	т э л и ӈ _ т э _ т ъ а ӄ а л е ӈ ӈ ы т о а ’ к ъ ы м _
ӄытлыги ынӄэ лёльолгын ранрэльэлгэпы гэпинтыӄэтлин	ӄ ы т л ы ги _ ы н ӄ э _ л ё л ь о л г ын _ р а н р э л ь э л г э п ы _ г э п и н т ы ӄ э т л и н  _
ӄы ӈоонко ӈинӄэгти нивӄинэт	ӄ ы _ ӈ о о н к о _ ӈ и н ӄ э г т и _ н и в ӄ и н э т _
ыммэмэй эӄылпэ ынӄэн ръэнут ынӄэ гынин у’рэквъи	ы м м э м эй _ э ӄ ы л п э _ ы н ӄ э н  _ р ъ энут _ ы н ӄ э _ г ы н и н  _ у ’ р эквъи _
ванэван мычичевнэт	в а н эван _ м ы ч и ч е в н э т _
тынарагтын нэмыӄэй нивӄин	т ы н а р а г т ы н _ н э м ы ӄ эй _ н и в ӄ и н _
