йыԓӄэтгъэт ӄуԓивуԓӄытвик кыеквъэт	ӄ у ԓ и в у ԓ ӄ ы т в и к _ # _
эвын тэӈуйӈэ	т э ӈ у й ӈ э _
тэкичгыт миԓӄык таӈымыԓьо гэнуйвыԓинэт аны ныԓгайыԓгавӄэнат ӄуԓиныкитэ	м и ԓ ӄ ы к _ # _ г э н у й в ы ԓ и н э т _ # _ н ы ԓ г а й ы ԓ г а в ӄ э н а т _ # _
яракэн рэнмырэм	р э н м ы р э м _
натъайытчагъан	
ԓыгэн нынӄъэӄыръувӄин ӄытԓыги	н ы н ӄ ъ э ӄ ы р ъ у в ӄ и н _ # _
ынӄэнат кэйӈыт	к э й ӈ ы т _
амайыԓгаым ванэван нырэӄынэт ӈэвысӄэтти ӄынвэр ӄоԓетъыԓё тэӈэтэкичгыкэ нъэԓгъэт таӈымыԓьо гагтоԓенат кэйӈэ	в а н э в а н _ н ы р э ӄ ы н э т _ # _ ӄ ы н в э р _ # _ т э ӈ э т э к и ч г ы к э _ # _ т а ӈ ы м ы ԓ ь о _ # _ # _
ӄуԓивуԓӄытвик энарэрыԓьатыӈӈогъат рэноԓгыгэӈгыпы ԓыгэн	э н а р э р ы ԓ ь а т ы ӈ ӈ о г ъ а т _ р э н о ԓ г ы г э ӈ г ы п ы _ ԓ ы г э н _
ӄун	
ныԓгивэгыткуԓьэтӄинэт	
уйӈэ нытваӄэнат	н ы т в а ӄ э н а т _
ԓюур	
ӄотԓяйӈын ёрогты	ё р о г т ы _
кытгъи ерочыкон нэнчимиръэвын нанӄыԓьын нэпиригъэн ынӄо таӈавынӄоԓеԓьыръогты	е р о ч ы к о н _ н э н ч и м и р ъ э в ы н _ н а н ӄ ы ԓ ь ы н _ н э п и р и г ъ э н _ # _ # _
нанынтоӈатын ӈаргыногты эргатръогъэ таӈамынан нъэԓгъи чимгъугъи ӈэвысӄэт тэйкынин тытԓык ваны варэсӄыткынык	ӈ а р г ы н о г т ы _ э р г а т р ъ о г ъ э _ # _ н ъ э ԓ г ъ и _ # _ # _ # _ # _ # _ # _
румэкэвъюунинэт уунъыкэнъут	у у н ъ ы к э н ъ у т _
ӈэнку натчытваӄэн	н а т ч ы т в а ӄ э н _
вуԓӄытвигъи нэмэ ԓыгэн ярачыкогты	н э м э _ ԓ ы г э н _ я р а ч ы к о г т ы _
авынгачагъат ытԓёным	ы т ԓ ё н ы м _
ӈоон гыргоԓ	г ы р г о ԓ _
нывакъотваӄэн нэмэ	н э м э _
моогъат энарэрыԓьатык	э н а р э р ы ԓ ь а т ы к _
инэԓьук ԓываквъат ӄоԓ	ԓ ы в а к в ъ а т _ ӄ о ԓ _
ӈытоӈӈой ӈытосӄэвыԓьын	ӈ ы т о с ӄ э в ы ԓ ь ы н _
ӈэвысӄэтэ ӈыԓенӈыԓетэ	ӈ ы ԓ е н ӈ ы ԓ е т э _
инэгнэрэннин ӄаптэткынык иргъи ӈыԓенӈыԓет ԓыгэным эвыр ынкэӄэй ӈыԓетръугъи кайӈиӈын авынгынтавыԓьатэты йытрыкымгытръогъэ	ӄ а п т э т к ы н ы к _ и р г ъ и _ # _ # _ э в ы р _ ы н к э ӄ э й _ ӈ ы ԓ е т р ъ у г ъ и _ # _ а в ы н г ы н т а в ы ԓ ь а т э т ы _ # _
ынӄоым гапэӄэттатԓен ӄотԓяйӈаым таӈгэмо нинэԓгыӄин	г а п э ӄ э т т а т ԓ е н _ # _ т а ӈ г э м о _ н и н э ԓ г ы ӄ и н _
тыԓвыԓьын ынин	ы н и н _
томгиӈын	
пԓыткугъи энарэрыԓьатык ӈытоӈӈой	э н а р э р ы ԓ ь а т ы к _ # _
кайӈиӈын нэмэ рэрэннин йынйынчыӈын	н э м э _ # _ # _
рыԓвэтъюунин ӈоонко	ӈ о о н к о _
пэӄэттатгъэ	
уйӈэ нъэԓгъи	н ъ э ԓ г ъ и _
эгытԓикэйӈыкэ ӄоԓетъыԓё пыкиргъи ӄааԓьатыԓьын	ӄ о ԓ е т ъ ы ԓ ё _ п ы к и р г ъ и _ # _
ӈэвъэнэ ԓыгэнитык	ԓ ы г э н и т ы к _
ԓыгъэйӈэчьивнин раӈӈытайым	р а ӈ ӈ ы т а й ы м _
эми ӄоԓ ӈэвысӄэт энмэч	ӄ о ԓ _ # _ э н м э ч _
ымыӈ гым вэнъыгну тыегтэԓык ԓыгэн аны	г ы м _ в э н ъ ы г н у _ # _ ԓ ы г э н _ а н ы _
гыт мурык	м у р ы к _
аӈъачгыргэгыт нымытвак	н ы м ы т в а к _
нэмэ нымытваӈӈогъат рымагтэты гытгаръогъэ яԓгытгъат рэвиквъэт	н ы м ы т в а ӈ ӈ о г ъ а т _ # _ г ы т г а р ъ о г ъ э _ # _ р э в и к в ъ э т _
йичьэннупык ӄача ынкы	ӄ а ч а _ ы н к ы _
ынраӄ кэтэм гатваԓен пэнинэԓьын ӄԓявыԓ чама ӄэгъюргын	к э т э м _ г а т в а ԓ е н _ # _ # _ ч а м а _ # _
тараӈыпԓыткогъат умуттуут пиринин ӄыԓявоԓя ынкъам	у м у т т у у т _ п и р и н и н _ ӄ ы ԓ я в о ԓ я _ # _
йъонэн	
въиԓьын ынкы ытръэч нытваӄэн пыгԓыԓявыт ынӄэн кыпԓынэн рычимиръэвнин ынӄо рагтыгъэ вуԓӄытвигъи	ы н к ы _ # _ н ы т в а ӄ э н _ # _ # _ к ы п ԓ ы н э н _ # _ # _ р а г т ы г ъ э _ в у ԓ ӄ ы т в и г ъ и _
ривыԓӄытгьи наӄамым ӈэԓвыԓ ярак камԓеԓы нытваӄэн ӈэвысӄэт амынан ярак пэԓятгъэ айвэчгыръогъэ ӈэвысӄэт ванэван ныйыԓӄэтын ԓюур	н а ӄ а м ы м _ ӈ э ԓ в ы ԓ _ # _ к а м ԓ е ԓ ы _ н ы т в а ӄ э н _ # _ # _ я р а к _ п э ԓ я т г ъ э _ а й в э ч г ы р ъ о г ъ э _ # _ в а н э в а н _ # _ # _
рай ръэнут выргыргэтгъи тытԓыӄачайпы ӈэвысӄэт паԓёмтэԓгъэ нэмэ рай выргыргыръугьи яраттатгъэ ӄытԓыги рыногыргэпы	р ъ э н у т _ в ы р г ы р г э т г ъ и _ # _ ӈ э в ы с ӄ э т _ п а ԓ ё м т э ԓ г ъ э _ # _ р а й _ в ы р г ы р г ы р ъ у г ь и _ # _ ӄ ы т ԓ ы г и _ р ы н о г ы р г э п ы _
ԓевыт ръыԓинин ынӄо нывэтгавӄэн микынэ гымнин ԓевыт гэнчимиръэвԓин иԓпыгитэ	р ъ ы ԓ и н и н _ ы н ӄ о _ н ы в э т г а в ӄ э н _ # _ г ы м н и н _ # _ г э н ч и м и р ъ э в ԓ и н _ # _
ръыԓинин увик ээ вынэ авъеткынка ӄытватык эрэтгъи рыногыргыткынгыпы	у в и к _ # _ # _ а в ъ е т к ы н к а _ # _ # _ р ы н о г ы р г ы т к ы н г ы п ы _
ынраӄ аграткынык иргъи эми авынраԓьын ээ	а г р а т к ы н ы к _ # _ э м и _ # _ # _
уйӈэээ ээ уйӈэээ чьовыргын	э э _ у й ӈ э э э _ # _
рывэнтэннин ӈэвысӄэт гэԓгичеӈыттэтԓин рыпэт гэтэӈуԓвэвԓин ыннэнпэнинэк пынԓёԓьатыӈӈогъэ каԓьайӈын микынэӈ гэнчимэвԓин ээ	ӈ э в ы с ӄ э т _ # _ # _ # _ # _ п ы н ԓ ё ԓ ь а т ы ӈ ӈ о г ъ э _ к а ԓ ь а й ӈ ы н _ м и к ы н э ӈ _ # _ э э _
вынэ ӄымӈыԓтэԓыркын ӈэвысӄэт	ӄ ы м ӈ ы ԓ т э ԓ ы р к ы н _ # _
моогъэ вэтгавык гымык ывэӄучитэ ынӈин рыннин миӈкыри ӄун ԓыгиӄэгъюргын	в э т г а в ы к _ г ы м ы к _ ы в э ӄ у ч и т э _ # _ # _ м и ӈ к ы р и _ ӄ у н _ ԓ ы г и ӄ э г ъ ю р г ы н _
гымнин ывэӄуч чама ԓыгъэткиӈ ԓыгэн	ы в э ӄ у ч _ ч а м а _ # _ # _
ӄун эӄэгкутъюунин каԓьайӈын	э ӄ э г к у т ъ ю у н и н _ # _
иквъи мурык рэтэӈычьэтгъэ ынӄэн	м у р ы к _ р э т э ӈ ы ч ь э т г ъ э _ # _
ӄырымэн кэԓы въиԓьын пэнинэԓьын	к э ԓ ы _ # _ # _
ынӄо рынтоӈаннэн эргатык	р ы н т о ӈ а н н э н _ # _
эвын эргыръоӈӈок ӄԓявыԓ рагтыгъэ амын	э р г ы р ъ о ӈ ӈ о к _ # _ р а г т ы г ъ э _ а м ы н _
эвын уйӈэ ярак ӈэвысӄэт	у й ӈ э _ я р а к _ ӈ э в ы с ӄ э т _
ӄырирнин танԓымынӄоԓьук	т а н ԓ ы м ы н ӄ о ԓ ь у к _
ԓывавнэн ынӄо маёԓгыткынэты ӄытгъи 	ы н ӄ о _ м а ё ԓ г ы т к ы н э т ы _ # _ _
эвын ӈэнку нарычгытваӄэн гитэнин эвын гэвъиԓин ԓюӈпиритэ ымыӈ рыннин	ӈ э н к у _ # _ # _ # _ г э в ъ и ԓ и н _ ԓ ю ӈ п и р и т э _ # _ р ы н н и н _
ԓыгэн рагтыгъэ кытгынта рырэйвэвнин яраӈы	р а г т ы г ъ э _ к ы т г ы н т а _ # _ я р а ӈ ы _
ԓыгэӄыԓпэ ынкъам яԓгытгъэ нымгутыԓеӄин гэԓгуврэмгутыԓеԓин рэвиквъи	ы н к ъ а м _ # _ # _ г э ԓ г у в р э м г у т ы ԓ е ԓ и н _ р э в и к в ъ и _
вытку воԓӄытвэма тараӈгъэ	в о ԓ ӄ ы т в э м а _ т а р а ӈ г ъ э _
ԓыгэӄыԓпэ ԓыгэн	ԓ ы г э н _
апԓёратвака рай	р а й _
ӄоԓейӈын	
мооръэтыӈӄачайпы	
вэгрэтээм эмитԓёнайгоот коԓё наӄам	э м и т ԓ ё н а й г о о т _ к о ԓ ё _ н а ӄ а м _
отконаӈайӈыт нынрыӄинэт пыкэрычгатгъат кынмаԓ ԓыгэн ынкы нанмын вэгрэтэм ынаным иам ныпичгыӄин с энмэн ӄоԓ	н ы н р ы ӄ и н э т _ п ы к э р ы ч г а т г ъ а т _ к ы н м а ԓ _ ԓ ы г э н _ # _ н а н м ы н _ # _ # _ и а м _ # _ # _ э н м э н _ ӄ о ԓ _
имъэԓиԓьин ӄԓявыԓ амыным нивӄин нивӄинэт энмэн	ӄ ԓ я в ы ԓ _ а м ы н ы м _ н и в ӄ и н _ # _ # _
ынӄэн имъэԓиԓьырык гатваԓен тэԓенъеп	и м ъ э ԓ и ԓ ь ы р ы к _ # _ т э ԓ е н ъ е п _
энмэн ӄоԓ имъэԓиԓьин ӄԓявыԓ	ӄ о ԓ _ и м ъ э ԓ и ԓ ь и н _ # _
амыным нивӄин выквыԓгын ӈутку ниниԓгэтӄин ӈиԓгэ ынкъам	н и в ӄ и н _ # _ # _ # _ # _ ынкъам _
ныриӈэӄин ыяа гыргоԓягты риӈэгъи ӄоԓетъыԓё коԓё ёо гэпкитԓин айгынԓейпы наӄам ынкэкин ымыԓьо гивиниԓинэт 	ы я а _ г ы р г о ԓ я г т ы _ # _ ӄ о ԓ е т ъ ы ԓ ё _ # _ # _ г э п к и т ԓ и н _ # _ # _ ы н к э к и н _ # _ # _ # _
гэнԓьэтэтԓинэт гэԓыткынык	г э ԓ ы т к ы н ы к _
ымыԓьо имъэԓиԓьыт ӄԓявыԓтэ ынӄо	и м ъ э ԓ и ԓ ь ы т _ # _ ы н ӄ о _
ӈырача кивкы ӄԓявыԓен нэнэны гивԓин эптэ	к и в к ы _ ӄ ԓ я в ы ԓ е н _ н э н э н ы _ # _ # _
гым ытԓыгмиԓ мыриӈэгъэк ытԓьата нинивӄин ынӄо гэвэнэчаԓен имъэԓиԓьын ӈинӄэй ынӄэн тъэче киквъи ёатык	ы т ԓ ы г м и ԓ _ # _ ы т ԓ ь а т а _ н и н и в ӄ и н _ ы н ӄ о _ # _ # _ ӈ и н ӄ э й _ ы н ӄ э н _ # _ # _ ё а т ы к _
ярак ынӄоры ынӄэн ӈинӄэй	ы н ӄ о р ы _ # _ # _
иквъи амын амморгынан мытынъэԓмык мэӈӄо мури	а м ы н _ а м м о р г ы н а н _ # _ м э ӈ ӄ о _ м у р и _
мытраӄамэтва ԓымӈэ иквъи ытԓьата ивнин ӈинӄэй	ԓ ы м ӈ э _ и к в ъ и _ ы т ԓ ь а т а _ # _ ӈ и н ӄ э й _
гивԓин ытԓьата ивнин эккэтэ ивнин	ы т ԓ ь а т а _ # _ э к к э т э _ # _
кита имъэԓиԓьын мыёпатынат аӈӄата рыԓьататъёттэ ытԓьата ивнин	и м ъ э ԓ и ԓ ь ы н _ # _ а ӈ ӄ а т а _ р ы ԓ ь а т а т ъ ё т т э _ # _ и в н и н _
ӈинӄэе ивнин наӄам ёо коԓё ӄынвэр ытԓьата ивнин ӈинӄэй	и в н и н _ н а ӄ а м _ ё о _ к о ԓ ё _ # _ # _ # _ ӈ и н ӄ э й _
иквъи эвыр трэԓьуӈын эӄыԓпэ трэетгъэ ымыԓьо	э в ы р _ т р э ԓ ь у ӈ ы н _ э ӄ ы ԓ п э _ т р э е т г ъ э _ # _
имъэԓиԓьыт гумэкэтԓинэт нивӄинэт эквэтгъи коԓё ёо авынтыԓягты	г у м э к э т ԓ и н э т _ н и в ӄ и н э т _ # _ # _ # _ а в ы н т ы ԓ я г т ы _
ӄытгъи ӄоԓ	ӄ о ԓ _
ԓьунин ӄԓявыԓ нэмыӄэй	ӄ ԓ я в ы ԓ _ # _
риӈэԓьын ивнин ԓюур иквъи гытым нырэӄигыт имъэԓиԓьэ	и в н и н _ ԓ ю у р _ и к в ъ и _ г ы т ы м _ # _ # _
ивнин уӈииԓьэ ивнин	у ӈ и и ԓ ь э _ # _
имъэԓиԓьэ ивнин уӈииԓьэ	и в н и н _ у ӈ и и ԓ ь э _
ивнин ынӄоры ынӈин	ы н ӄ о р ы _ # _
вэтгавма ԓюур уӈииԓьэ кыпԓынэн аԓыгатгата имъэԓиԓьын	ԓ ю у р _ у ӈ и и ԓ ь э _ # _ а ԓ ы г а т г а т а _ # _
ԓевыт гэчвиԓин имъэԓиԓьын эрэтгьи гэԓыткынык иргъи уйӈэ эриӈэкэ нъэԓгъи	г э ч в и ԓ и н _ # _ # _ г э ԓ ы т к ы н ы к _ и р г ъ и _ # _ # _ # _
ынӄоры уӈииԓьэ аԓыгаттэ тиӈунин эйминнин ынӄо нымэԓьэв	у ӈ и и ԓ ь э _ # _ т и ӈ у н и н _ э й м и н н и н _ # _ н ы м э ԓ ь э в _
нъыркыпԓынэн	
имъэԓиԓьын риӈэгъи выква иннин уӈииԓьын 	р и ӈ э г ъ и _ в ы к в а _ # _ # _ _
рымутԓытъэвнин	
уӈииԓьын	
эрэтгъи гэԓыткынык итгъи мъэԓиԓьэ выквыԓгын тиӈунин	г э ԓ ы т к ы н ы к _ # _ # _ # _ т и ӈ у н и н _
иӈӄун нъынчимэвнин ԓевыт	н ъ ы н ч и м э в н и н _ # _
иӈӄун нъывъигъэн	н ъ ы в ъ и г ъ э н _
эчги тиӈунин имъэԓиԓьэ аԓыгаттэ	т и ӈ у н и н _ # _ # _
ԓюур рыркайӈын пиврэгъи эчги	р ы р к а й ӈ ы н _ # _ # _
ынӈот рыннин эчги тымыркынэнрыркайӈа	р ы н н и н _ # _ # _
ранӈавнэн уӈииԓьын уйӈэ ръэнут	у ӈ и и ԓ ь ы н _ у й ӈ э _ р ъ э н у т _
гэԓьуԓин ганӈатԓен ынӄоры имъэԓиԓьын рагтыгъэ пыкирык	г а н ӈ а т ԓ е н _ ы н ӄ о р ы _ и м ъ э ԓ и ԓ ь ы н _ # _ п ы к и р ы к _
эвын гэмутԓыԓин никвъэн тумгэ ынӄэйына	г э м у т ԓ ы ԓ и н _ # _ т у м г э _ # _
гэнъаԓыгатгапԓен чит энмэн уӈииԓьыт гэнԓьэтэтъюуԓинэт	ч и т _ э н м э н _ # _ # _
нэмыӄэй энарэрыԓьа гинэԓьуԓин	э н а р э р ы ԓ ь а _ # _
гэнъаԓыгатгапԓен паагъэ риӈэк эԓеръугъи панэна эмэԓевкыԓьин	п а а г ъ э _ р и ӈ э к _ # _ п а н э н а _ # _
ԓевыт иквъи эптэ гым мычавчывантагъак	и к в ъ и _ # _ # _ м ы ч а в ч ы в а н т а г ъ а к _
ԓьораӄоймагты имъэԓиԓьыт ӄытгъэт пыкиргъэт ԓьораӄоймак эвын	и м ъ э ԓ и ԓ ь ы т _ ӄ ы т г ъ э т _ п ы к и р г ъ э т _ ԓ ь о р а ӄ о й м а к _ # _
уӈииԓьыт ынкы нэмыӄэй	ы н к ы _ н э м ы ӄ э й _
атынвыԓьын ынкы ӄытԓыги ынин	ы н к ы _ ӄ ы т ԓ ы г и _ # _
атынватъё ымыӈ гачавчывантаԓен	ы м ы ӈ _ г а ч а в ч ы в а н т а ԓ е н _
ӈирэче кивкы ӄытгъи	к и в к ы _ ӄ ы т г ъ и _
уӈииԓьын ивнин имъэԓиԓьэ ивнин	и в н и н _ и м ъ э ԓ и ԓ ь э _ # _
гым эквырга тымэйӈэтык ынӈин ваԓьэгым уӈииԓьэ нинивӄин	э к в ы р г а _ # _ # _ в а ԓ ь э г ы м _ # _ # _
ӄэйвэ мэԓгыт тыԓьугыт	м э ԓ г ы т _ # _
ԓьэԓеӈкы риӈэк имъэԓиԓьэ	р и ӈ э к _ # _
нинивӄин эты эԓвэԓьин	э т ы _ # _
уӈииԓьэ тумгыт нинивӄинэт	т у м г ы т _ н и н и в ӄ и н э т _
тумгэ нивӄин ӄэгԓынангэт	н и в ӄ и н _ # _
ԓёӈынма рагтыгъат имъэԓиԓьыт пыкиргъэт румэкэвнин	р а г т ы г ъ а т _ # _ # _ р у м э к э в н и н _
имъэԓиԓьыт ымыԓьо ивнинэт ӄоԓ имъэԓиԓьын иквъи экык иквъи ытԓьата	ы м ы ԓ ь о _ и в н и н э т _ # _ # _ # _ э к ы к _ # _ ы т ԓ ь а т а _
ивнин вэчьым гыт ымыӈ рэӄысӄычевыӈ ӄырым ӄыетги	в э ч ь ы м _ г ы т _ # _ # _ # _ ӄ ы е т г и _
ӄынвэр ынӄэн эккэӄэй никвъэн имъэԓиԓьэ нэмэ экык риӈэгъи нэмэ выквыԓгын	ы н ӄ э н _ э к к э ӄ э й _ # _ и м ъ э ԓ и ԓ ь э _ # _ э к ы к _ # _ # _ в ы к в ы ԓ г ы н _
пэнин патгыргыԓгын ԓьунин гыргоԓ ԓыгэн ынкэгйит гатааԓен	п а т г ы р г ы ԓ г ы н _ # _ г ы р г о ԓ _ # _ # _ г а т а а ԓ е н _
пинтыӄэтгъи гыргоԓ эвын	г ы р г о ԓ _ # _
ынкы ԓьунин ӈагчыӈын никвыӄин	ԓ ь у н и н _ ӈ а г ч ы ӈ ы н _ # _
ынкэгйит ныԓеӄин иквъи миӈкэтэ гыргоча мытаан юур никвъэн	н ы ԓ е ӄ и н _ # _ # _ # _ # _ # _ н и к в ъ э н _
ыныкит ынкы рэймэвнин	ы н к ы _ р э й м э в н и н _
эвын ытԓыгын ынин ынкы варкын кымъыйӈа	ы т ԓ ы г ы н _ ы н и н _ # _ # _ к ы м ъ ы й ӈ а _
гэпириԓин мынга гытката эккэтэ ԓьунин ытԓыгын	м ы н г а _ # _ э к к э т э _ ԓ ь у н и н _ # _
гаԓягъэ ивнин ивнин эккэтэ ивнин тыԓӄыриргыт ытԓыгэ ивнин ӈотӄэн	и в н и н _ и в н и н _ # _ # _ т ы ԓ ӄ ы р и р г ы т _ # _ и в н и н _ ӈ о т ӄ э н _
кымъыԓгын нымэйыӈӄин коԓё гыткат	н ы м э й ы ӈ ӄ и н _ к о ԓ ё _ # _
нымкыӄинэт нивԓыӄинэт	н и в ԓ ы ӄ и н э т _
вайым гым ымыԓьо вагыԓгын гинэпԓин чамъам трэриӈэгъэ ӄонпыӈ гым ӈутку тынъэԓык эккэтэ ивнин тиӈунин	г ы м _ ы м ы ԓ ь о _ # _ # _ ч а м ъ а м _ т р э р и ӈ э г ъ э _ # _ г ы м _ # _ # _ # _ и в н и н _ т и ӈ у н и н _
выквыԓгын выквыԓгын ринтынин	в ы к в ы ԓ г ы н _ # _
кымъыԓгын кымъукэтгъи ытԓыгын пынԓёнэн	к ы м ъ у к э т г ъ и _ ы т ԓ ы г ы н _ п ы н ԓ ё н э н _
ивнин ытԓыгэ	ы т ԓ ы г э _
нэмэ	
тиӈунин нэмэ ринтынин нэмэ	н э м э _ # _ # _
кымъукэтгъи гынмыԓкинэк майыӈкы	г ы н м ы ԓ к и н э к _ м а й ы ӈ к ы _
ытԓыгын пынԓёнэн нэмэ	п ы н ԓ ё н э н _ н э м э _
тиӈунин ӈыроӄавкы ринтынин кымъыԓгын	ӈ ы р о ӄ а в к ы _ # _ к ы м ъ ы ԓ г ы н _
ымыԓьэты	
ӄынур тымнэн гыткат	т ы м н э н _ # _
янра ымыӈ ынин	ы м ы ӈ _ # _
ытԓыгын тымнэн	т ы м н э н _
ынӄо груԓмыгъи	г р у ԓ м ы г ъ и _
ытԓыгин инничгын ԓьунин	и н н и ч г ы н _ ԓ ь у н и н _
ынӄэн эйминнин иквъи	э й м и н н и н _ # _
вэԓерым ытԓыгын тыԓьугъэн ӈотӄэн	ы т ԓ ы г ы н _ # _ # _
эмэԓкэ ытԓыгын тынрагтатын ӈэвъэнэ рэԓьугнин ӄэгԓынангэт агтыгъэ пыкирык ивнин ԓюур ынӄэн ытԓьата	ы т ԓ ы г ы н _ # _ # _ р э ԓ ь у г н и н _ # _ # _ # _ и в н и н _ ԓ ю у р _ ы н ӄ э н _ ы т ԓ ь а т а _
ивнин мэӈӄо ԓьугьэн эккэтэ	м э ӈ ӄ о _ ԓ ь у г ь э н _ # _
ивнин наӄам ымыԓьо гыткаԓгыт нымкыӄин эвын аӄаятыӈ гымнин ытԓыгын кымъэ гэпириԓин ытԓьата ивнин эккэтэ ивнин	н а ӄ а м _ ы м ы ԓ ь о _ г ы т к а ԓ г ы т _ # _ э в ы н _ # _ # _ ы т ԓ ы г ы н _ к ы м ъ э _ # _ # _ # _ э к к э т э _ # _
эмимъэԓик тынъэԓык ӄырым ԓым ыяагты мыԓӄытык	т ы н ъ э ԓ ы к _ ӄ ы р ы м _ ԓ ы м _ ы я а г т ы _ # _
вэԓерым ытԓыгын тыԓьугъэн ӄонпыӈ	ы т ԓ ы г ы н _ # _ # _
игыр тыпаак ытръэч эвэнэԓьэты игыр трэвинрээркын игыр ӄонпыӈ	т ы п а а к _ ы т р ъ э ч _ э в э н э ԓ ь э т ы _ # _ т р э в и н р э э р к ы н _ # _ ӄ о н п ы ӈ _
ыяагты риӈэк тыпаак с	р и ӈ э к _ # _ с _
амыным аны ныԓгэӈъоӄэн ымы ваԓы чаат	а н ы _ н ы ԓ г э ӈ ъ о ӄ э н _ # _ в а ԓ ы _ # _
кукэт пойгыт уйӈэ наӄам	п о й г ы т _ у й ӈ э _ н а ӄ а м _
ӈэԓвыԓ нымкыӄин	н ы м к ы ӄ и н _
энмэн нанӄытэмтэӈ ганымытваԓен	н а н ӄ ы т э м т э ӈ _ # _
ытръэч тэӈэмӈэԓвыԓекы уйӈэ	т э ӈ э м ӈ э ԓ в ы ԓ е к ы _ # _
аракыԓьэн ымы ԓыгэн	ы м ы _ ԓ ы г э н _
ӄун ӈэвъэн уйӈэ таӈамынан	ӈ э в ъ э н _ # _ # _
ганымытваԓен ӈэԓвыԓекы амыным	ӈ э ԓ в ы ԓ е к ы _ # _
аны ныԓгэӈъоӄэн ымы	н ы ԓ г э ӈ ъ о ӄ э н _ # _
ваԓы чаат кукэт	ч а а т _ # _
пойгыт уйӈэ наӄам ӈэԓвыԓ нымкыӄин	у й ӈ э _ н а ӄ а м _ ӈ э ԓ в ы ԓ _ н ы м к ы ӄ и н _
энмэн нанӄытэмтэӈ ынӄэн	н а н ӄ ы т э м т э ӈ _ # _
нынны ынин аны ныԓгэӄамэтваӄэн	ы н и н _ а н ы _ # _
ыныкит гытъэвкы ӄоԓ	г ы т ъ э в к ы _ # _
итгъи вуԓӄытвик ӄаанматгъэ ԓыгэн	в у ԓ ӄ ы т в и к _ # _ # _
кытгынтыпэрэта рыннин ӄораӈы наӄам	р ы н н и н _ ӄ о р а ӈ ы _ # _
аны ныԓгининъыӄин нанӄытэмтэӈ чама	н ы ԓ г и н и н ъ ы ӄ и н _ # _ ч а м а _
ныԓгэнымԓыӄэн ынӄэн ынкы	ы н ӄ э н _ # _
кытгынтыпэрэнэн ӄораӈы ынӄо риԓгыпэтэ	ӄ о р а ӈ ы _ ы н ӄ о _ # _
рыннин ынраӄ эрынвэ рыннинэт гыткат ԓыгэн мыԓенинэт гыткат мынга ынӄо тэтивэԓе инэвэнӈэтгъи	ы н р а ӄ _ # _ # _ г ы т к а т _ # _ # _ # _ м ы н г а _ # _ т э т и в э ԓ е _ # _
ынӄо ӄорэн нанӄын тэйкынин	ӄ о р э н _ # _ # _
ынкъам мэмԓытыёнэн ынӄо рыратыквыткынык рытриԓнин ынӈин нувиӄин нанӄытэмтэӈ	м э м ԓ ы т ы ё н э н _ # _ р ы р а т ы к в ы т к ы н ы к _ # _ ы н ӈ и н _ # _ # _
ӄорананӄыткынык вычгывыквыткынык таӈымыԓьэты ыпаннэн аймак	в ы ч г ы в ы к в ы т к ы н ы к _ т а ӈ ы м ы ԓ ь э т ы _ ы п а н н э н _ а й м а к _
ынӄо гатарыгъёԓгынԓен нанӄыванвыԓӄыԓ гэтэйкыԓин	г а т а р ы г ъ ё ԓ г ы н ԓ е н _ # _ г э т э й к ы ԓ и н _
амыным ӄамэтваӈӈогъэ	ӄ а м э т в а ӈ ӈ о г ъ э _
апаӄатԓыткогъэ аны гаӄамэтваԓен таӈымыԓьэты	а н ы _ г а ӄ а м э т в а ԓ е н _ т а ӈ ы м ы ԓ ь э т ы _
кунин ӄаанмэ	ӄ а а н м э _
ынӄо ӄутгъи	ӄ у т г ъ и _
нанӄыйӈын гэԓгимэйӈэтԓин гагэнрычгатԓен ынӄо ӈиԓгэ тимтигнин нанӄын	г э ԓ г и м э й ӈ э т ԓ и н _ г а г э н р ы ч г а т ԓ е н _ ы н ӄ о _ ӈ и ԓ г э _ # _ # _
ӈэԓвыԓ вэгтиԓгъи наӄам ыныкит ныгытъэвӄин	в э г т и ԓ г ъ и _ # _ ы н ы к и т _ н ы г ы т ъ э в ӄ и н _
ныԓгимӄытвиӄин нанӄын наӄам ыныкит ныпԓыӄамэтваӄэн	н а н ӄ ы н _ н а ӄ а м _ # _ н ы п ԓ ы ӄ а м э т в а ӄ э н _
ныԓгэгэнрычгатӄэн нанӄын рыпэт	н а н ӄ ы н _ р ы п э т _
ӄун кыԓтэ	к ы ԓ т э _
нинэтчыӄин нанӄын ынӄэн	н а н ӄ ы н _ ы н ӄ э н _
тэӈэмынӈин ганымытваԓен тумгэӄэй нанӄытэмтэӈ амын ӄоԓ итгъи вуԓӄытвик нэмэ ӄаанматгъэ ынраӄ нымэчыӄэргыԓьатӄэн	г а н ы м ы т в а ԓ е н _ т у м г э ӄ э й _ # _ # _ ӄ о ԓ _ и т г ъ и _ в у ԓ ӄ ы т в и к _ # _ # _ ы н р а ӄ _ н ы м э ч ы ӄ э р г ы ԓ ь а т ӄ э н _
увэма ӈэԓвыԓым нытԓытваӄэн ԓюур вай рымъэйӈэткун авач авач ԓыгэн эвыр	ӈ э ԓ в ы ԓ ы м _ н ы т ԓ ы т в а ӄ э н _ # _ в а й _ р ы м ъ э й ӈ э т к у н _ # _ а в а ч _ ԓ ы г э н _ # _
